650	61475	59855	6746
651	61152	60478	1000243
652	61233	60590	7867
653	61082	60326	1083500
654	61388	60224	8469
655	61980	60263	7501
656	61578	60689	1151001
657	61644	60759	1214510
658	61626	60508	9586
659	62095	62518	7317
660	61868	60877	6909
661	62388	60704	1137304
662	62759	60919	1081638
663	62273	61197	1047363
664	62557	61327	8205
665	64434	61015	1014070
666	63107	61215	8731
667	62971	60843	1058331
668	62835	62306	9290
669	62886	61980	8429
670	63080	61862	8272
671	63116	61759	7526
672	63243	62134	7129
673	68544	62083	1026323
674	63382	62140	1192626
675	63639	61910	14078
676	63678	61913	8414
677	63736	62034	7495
678	67988	61989	7758
679	69448	62246	7344
680	69152	62010	7175
681	73926	62560	1067261
682	68139	62406	1013880
683	67837	62977	1059339
684	68928	64056	9523
685	68320	62995	8387
686	66967	63421	8773
687	68260	63255	8450
688	68257	62862	1137857
689	67184	63905	9707
690	66876	63246	8514
691	65767	64008	1098466
692	65558	63636	1104045
693	65727	63400	1095586
694	66419	63766	9451
695	66033	63742	8405
696	65939	63708	1098569
697	66498	64065	9182
698	66186	63974	1092826
699	67244	64168	1096148
700	66362	64234	9432
701	66985	64503	9115
702	66773	64388	9179
703	66516	64443	9000
704	66819	64546	1094214
705	66740	64981	1095625
706	66818	64497	8913
707	66930	66598	9233
708	66834	65455	1099983
709	66906	65673	9091
710	67048	65428	8574
711	67163	65331	1089185
712	67275	72835	9605
713	66991	71660	8692
714	67601	71010	1090726
715	67474	71119	1084763
716	67402	70291	10112
717	67556	67713	1091536
718	67976	66060	1080345
719	67955	67550	9311
720	72887	66120	8272
721	68595	68003	8396
722	68182	71917	8414
723	68426	67223	8710
724	68426	67900	18255
725	70034	67411	1021846
726	68577	66483	8807
727	68874	67601	7676
728	68686	67420	7682
729	68913	67746	8816
730	68931	67849	7879
731	68599	68030	7785
732	68474	70016	1213531
733	68731	68054	15120
734	69118	69750	7825
735	69242	67743	1206193
736	69127	69541	9889
737	69227	69109	8157
738	69433	68967	7855
739	69218	70862	7921
740	69629	69538	7849
741	69393	70575	1396566
742	69517	69363	10684
743	69602	71249	1059232
744	69644	72388	8955
745	69529	70756	1001580
746	69843	73797	8976
747	70076	71702	7924
748	69813	75190	1007135
749	69916	72569	999954
750	70137	73561	1000473
751	70100	77468	9100
752	70134	79481	1008165
753	70499	75290	9046
754	71034	70203	8003
755	70312	70648	1002701
756	70454	69638	9194
757	76148	70983	8021
758	71022	69901	8073
759	70853	70245	1003039
760	70865	70064	1001099
761	70602	70227	1002402
762	70835	70974	9148
763	71385	73129	1002852
764	71373	71439	1013145
765	71578	71657	1072554
766	71352	73002	1170182
767	71739	72065	1017431
768	71173	71929	1018302
769	71512	71687	1085961
770	71796	72355	10094
771	71759	71717	1216331
772	72546	71935	1064348
773	72113	71675	1010734
774	72334	72016	1000295
775	77314	71805	995762
776	73096	72186	995396
777	72137	72062	996251
778	88418	72386	1002933
779	85834	72560	996958
780	75344	72875	995224
781	81479	72210	1000634
782	74797	72754	997989
783	74041	72237	9329
784	75604	72542	8244
785	75537	72624	1009087
786	73449	78012	9363
787	73029	72917	1036773
788	73857	72709	9363
789	73857	72914	1015587
790	75057	73386	9347
791	74725	72657	8353
792	76311	72941	1007633
793	75658	73331	1016947
794	74888	72917	9665
795	77840	73667	1017301
796	76033	73519	1015174
797	76372	75580	1097822
798	77073	83144	1129686
799	76982	73926	1015258
800	76903	73902	9680
801	78148	73528	8499
802	76650	74014	8453
803	75743	74036	8474
804	77556	74458	8459
805	77665	74032	1010014
806	75501	74313	1271231
807	75664	74253	1214247
808	75453	74271	1010293
809	75525	74483	999832
810	75752	74358	1013417
811	76293	74857	9828
812	76308	74842	8668
813	76677	74519	8746
814	76855	74389	1072460
815	76568	74936	1015769
816	76534	74682	1006415
817	76447	74540	1009921
818	78629	75952	10058
819	77115	74791	1029021
820	77236	74848	1021432
821	77170	75141	1035054
822	76789	75380	1004043
823	76918	75879	9907
824	77287	76082	13425
825	77454	75692	9233
826	77423	76208	8858
827	77547	76060	998252
828	77526	76269	9888
829	78227	76547	10161
830	78012	76193	10460
831	77964	76608	10170
832	78345	76157	1115097
833	78466	77230	1010120
834	77874	76507	996255
835	78348	77091	1949300
836	78396	76840	10312
837	78451	76982	8943
838	78756	77665	8903
839	78726	77701	1178351
840	78366	77254	11013
841	79034	77581	11128
842	79125	77569	1046614
843	80180	77686	1014312
844	79037	77508	10357
845	79216	77728	9015
846	79231	77677	1014052
847	80119	77774	1018138
848	80040	78333	11808
849	80047	78448	9139
850	79693	79300	9100
851	83129	78729	1066591
852	80328	78602	12639
853	80367	78496	11775
854	80252	78841	1168415
855	80279	79672	1090161
856	80449	79478	11771
857	80657	79904	9738
858	80603	79971	1184436
859	80412	80222	13014
860	80687	80454	10690
861	80757	80014	10795
862	80742	79693	10602
863	80636	79968	10717
864	80802	80053	10596
865	80823	80322	10681
866	80708	79922	1108294
867	81926	80343	12624
868	81123	80814	1188791
869	80932	80763	1018205
870	81274	80850	10475
871	81216	81123	10493
872	82144	81382	1011737
873	82951	81491	11917
874	82023	81990	10638
875	81283	81518	10789
876	81845	81570	10753
877	85562	81449	1012798
878	82806	81564	1072484
879	82059	81857	1197550
880	81784	82105	1339132
881	81539	104892	13549
882	106322	82434	1069316
883	83661	82117	10741
884	82727	82510	9768
885	82404	82280	1667052
886	84060	82501	1022159
887	82839	82552	1006515
888	83350	82824	997520
889	82839	82482	995734
890	84531	82797	10638
891	83688	82993	9562
892	82658	83193	9490
893	91355	82676	9462
894	92937	82776	1005433
895	106516	83196	997424
896	99688	82791	996336
897	106027	83939	10653
898	92319	83697	9623
899	97536	83661	9650
900	115038	83489	996602
901	86230	84150	1004221
902	85000	83815	10850
903	91426	84619	9641
904	106669	84492	994483
905	86185	85203	10859
906	92687	84574	995804
907	91804	85012	1003178
908	153293	85345	10819
909	141948	84685	10726
910	102009	92610	9916
911	107401	85589	1004085
912	92478	85148	11744
913	86415	85441	10518
914	85381	85568	10218
915	84574	85895	9865
916	85674	85810	9741
917	120515	85888	9831
918	119936	86067	1002997
919	90228	85677	1067866
920	104605	85511	11279
921	86995	85840	1037136
922	86164	85916	12213
923	86031	86339	1004502
924	86333	86411	12289
925	86980	86254	1033905
926	185988	86566	11215
927	87856	86312	10291
928	86559	86620	1032192
929	86735	86152	996859
930	87043	86553	1006110
931	87950	86983	996103
932	87001	86871	11240
933	87454	86801	10079
934	87856	86980	10744
935	87351	86565	10082
936	87696	86983	10091
937	87902	87131	10342
938	87883	86650	997034
939	97792	88730	11270
940	88657	87291	10176
941	88240	87188	11137
942	88518	87832	10363
943	89104	87575	10203
944	88461	87572	10424
945	88521	87859	1040400
946	89842	89053	11343
947	89902	88935	10239
948	88887	88361	10279
949	89370	88863	10233
950	88896	88938	10239
951	88992	88357	10339
952	89044	88938	1006140
953	115347	88968	11490
954	89968	89201	11194
955	112023	89564	10529
956	95805	90213	10415
957	90165	90229	10569
958	89730	90219	10466
959	90277	89878	1029562
960	91054	90250	12588
961	90561	90325	1006530
962	90525	90041	1002314
963	90564	90679	1011689
964	91165	90872	12557
965	90993	91350	12421
966	91640	91211	11783
967	91132	90470	1024059
968	90875	91737	1012278
969	90915	91084	13361
970	91244	91196	1173493
971	91438	91099	16272
972	91658	91407	1024739
973	91437	90848	1006711
974	143733	91002	11775
975	92075	91649	1030735
976	112962	91335	11886
977	160457	92317	10629
978	107996	92066	11276
979	92767	91513	12246
980	117206	91818	1019060
981	104747	92483	13379
982	98274	92124	11648
983	92737	92151	12542
984	92314	92649	11626
985	92697	92631	12397
986	92601	92649	12700
987	93045	92979	1080499
988	92849	92601	14180
989	93199	92425	10801
990	93592	92867	1072728
991	120305	92761	1055659
992	93574	93087	12352
993	101199	93883	1031512
994	93964	93925	12597
995	93387	94734	11149
996	124301	94133	10862
997	94218	93967	10883
998	98150	94692	1049987
999	158370	94402	1002205
1000	100226	93819	12228
1001	95061	94333	10925
1002	103445	94774	10901
1003	94864	94876	10895
1004	94190	94982	10886
1005	101178	115471	10919
1006	95246	95841	10986
1007	94608	94795	996798
1008	94336	102707	12790
1009	94326	94955	1013194
1010	94321	95744	997886
1011	94514	96086	12173
1012	109354	95883	11019
1013	95484	95248	995496
1014	103804	95656	12192
1015	105809	95526	11004
1016	95575	95964	11019
1017	95221	95732	11104
1018	101673	96034	11082
1019	95898	95499	1001441
1020	95312	95974	12294
1021	95780	96303	11137
1022	96587	115510	11167
1023	102462	96288	999775
1024	97037	95877	996862
1025	96506	96158	12397
1026	96796	96288	11221
1027	96771	96267	11204
1028	96409	96503	11155
1029	97225	96378	11179
1030	96802	96409	11312
1031	97300	96699	11258
1032	97210	97034	13724
1033	105820	96950	1119871
1034	109640	96633	12500
1035	98150	109450	11291
1036	118659	105270	1100832
1037	98367	97578	1153301
1038	98757	97878	12442
1039	98863	101498	1005230
1040	100032	99135	12552
1041	98748	99144	1000631
1042	98963	100924	1002828
1043	98914	102332	12530
1044	98984	102671	11445
1045	101728	99845	11400
1046	99413	103747	11406
1047	98872	102997	11384
1048	119335	102505	11430
1049	116688	99008	11439
1050	99966	98479	1001196
1051	106528	98512	13008
1052	100791	99020	11469
1053	99857	98515	1002021
1054	99579	99147	1008504
1055	99912	99238	12630
1056	99528	103417	11554
1057	100045	100800	11563
1058	100105	100655	11566
1059	100347	101326	1003236
1060	100331	103454	12687
1061	100250	103336	11569
1062	100247	103741	11602
1063	111081	100114	1012735
1064	101172	103336	12814
1065	100761	100966	1079344
1066	100972	101290	13213
1067	100894	101417	1024174
1068	101589	108546	13123
1069	101081	109162	1003819
1070	103218	112566	1044377
1071	101135	112018	12992
1072	101129	110731	1007011
1073	100975	110985	12850
1074	100800	112121	11714
1075	101226	110873	11754
1076	100997	112339	11714
1077	101483	111566	11959
1078	101477	111357	11805
1079	101308	111272	997699
1080	127664	111511	1001719
1081	143587	112297	999999
1082	126918	112018	12917
1083	127633	111115	11832
1084	127224	111762	997131
1085	127415	113648	12999
1086	115857	112149	996593
1087	104560	112907	999500
1088	101671	113113	13053
1089	102172	112929	11971
1090	116949	115068	1008253
1091	102874	112835	1019220
1092	113372	109855	1009398
1093	102674	113914	1008815
1094	102650	154754	1008836
1095	121384	103218	1011468
1096	103611	103154	13207
1097	103378	102995	12007
1098	103070	119385	1011345
1099	103517	108181	1174940
1100	103608	104572	14803
1101	104031	111505	1034652
1102	103490	104499	1000975
1103	104100	107189	13687
1104	104203	108253	12192
1105	103771	103363	1025489
1106	103977	103487	1003997
1107	109123	104088	997315
1108	108474	103526	13279
1109	110656	117752	12409
1110	110909	114262	995620
1111	109888	104732	13364
1112	110051	120680	998657
1113	107183	105300	1009927
1114	109271	105104	13479
1115	105337	104466	12440
1116	108193	105324	12418
1117	105899	111469	1082028
1118	105442	111928	1157272
1119	105098	109740	14449
1120	105333	110852	1057750
1121	105382	213620	13473
1122	105373	114222	1020042
1123	105572	112819	13751
1124	105878	110873	12379
1125	106155	106288	1110567
1126	105787	105451	13600
1127	105820	106718	12442
1128	106552	105772	12400
1129	106013	106113	12406
1130	107262	105856	1070432
1131	106044	107404	14011
1132	111094	108909	12427
1133	107440	115449	12440
1134	106760	118412	1059053
1135	106252	112070	14948
1136	106265	114996	12503
1137	106352	134936	1038218
1138	106839	108289	1009362
1139	106820	106824	1003317
1140	108398	107214	13730
1141	114711	117942	12527
1142	107921	111332	1010235
1143	107089	107715	1012910
1144	107319	107322	14785
1145	107301	107609	1017476
1146	107806	107476	14087
1147	107797	107576	12739
1148	107742	115875	12645
1149	108295	118925	1259402
1150	107981	115440	18445
1151	108065	116050	1057832
1152	108126	112847	13796
1153	120272	283354	1004194
1154	108803	117691	13866
1155	108582	113460	1039055
1156	108407	124268	13857
1157	108846	124457	1011846
1158	108694	121672	1001776
1159	108483	115775	1005868
1160	109474	114729	13921
1161	109344	114430	12714
1162	108788	118544	12781
1163	109223	121880	998128
1164	109120	117942	997288
1165	113608	114578	998252
1166	109326	116132	998642
1167	109232	114421	13953
1168	109378	115960	12823
1169	109809	116528	12896
1170	109788	142863	12866
1171	109979	119408	12865
1172	109483	113451	13083
1173	109477	122587	15296
1174	109767	119698	12966
1175	110405	114848	12896
1176	110069	120647	1014566
1177	110828	115367	2003637
1178	110671	120718	15020
1179	110193	117468	12974
1180	110589	148059	1185413
1181	111601	111544	16616
1182	111299	111296	1040234
1183	110719	110885	15326
1184	110701	110710	1018722
1185	111106	111333	1011837
1186	110704	131452	14712
1187	111215	111329	1061489
1188	113811	111318	1185630
1189	113185	114207	1015932
1190	110892	123440	14449
1191	110955	124295	13147
1192	111169	124120	1010211
1193	111638	112838	15211
1194	111613	111417	13113
1195	112148	111671	14546
1196	112018	112218	1026262
1197	112378	112106	14464
1198	112370	111958	1012774
1199	111916	113349	14313
1200	112529	121915	1003955
1201	112185	125589	995112
1202	112127	124017	14374
1203	112517	124779	13258
1204	112381	123806	13304
1205	112623	123941	13295
1206	112847	124211	1000051
1207	113219	124715	14555
1208	112877	125537	13316
1209	113351	126453	13267
1210	113814	126238	13376
1211	113886	125673	13310
1212	113518	125558	13319
1213	115029	125353	13428
